product_name,asin,product_url,brand_name,image_url,mrp,sale_price,discount_percentage,product_description,date_first_available,number_of_reviews,seller_name
Calvus Men|Women Nose Mask-3ply Disposable Mouth Masks 100pcs Nose Mask Dust Mask Pollution Mask,B085MW4RGS,https://www.amazon.in/dp/B085MW4RGS/,Calvus,https://images-na.ssl-images-amazon.com/images/I/618qxNBfvQL._UL1024_.jpg,5100.00,3999.00,16%,Face Mask For Protection N95 Mask For Adults For Men For Kids Mask For Pollution Mask N95 Reusable Mask With Filter Mask For Women N95 Respirator Face Mask Mouth Mask Anti Pollution Mask Surgical Mask Disposable. 3-Ply Ear Loop Mask. Bacteria Filtration Efficiency of > 98%. Comfortable and breathable for the user. Fluid repellent.,2020-03-08T00:00:00,0,Tayal Sons
Kavish Nose Mask-3ply Disposable Mouth Masks 100pcs Nose Mask Dust Mask Pollution MaskPack of 1,B085MW36L8,https://www.amazon.in/dp/B085MW36L8/,Kavish,https://images-na.ssl-images-amazon.com/images/I/618qxNBfvQL._UL1024_.jpg,5100.00,4299.00,16%,Face Mask For Protection N95 Mask For Adults For Men For Kids Mask For Pollution Mask N95 Reusable Mask With Filter Mask For Women N95 Respirator Face Mask Mouth Mask Anti Pollution Mask Surgical Mask Disposable. 3-Ply Ear Loop Mask. Bacteria Filtration Efficiency of > 98%. Comfortable and breathable for the user. Fluid repellent.,2020-03-08T00:00:00,0,Tayal Sons
Swastik Nose Mask-3ply Disposable Mouth Masks 100pcs Nose Mask Dust Mask Pollution Mask,B085MVSPL7,https://www.amazon.in/dp/B085MVSPL7/,Swastik,https://images-na.ssl-images-amazon.com/images/I/618qxNBfvQL._UL1024_.jpg,5100.00,3499.00,16%,Face Mask For Protection N95 Mask For Adults For Men For Kids Mask For Pollution Mask N95 Reusable Mask With Filter Mask For Women N95 Respirator Face Mask Mouth Mask Anti Pollution Mask Surgical Mask Disposable. 3-Ply Ear Loop Mask. Bacteria Filtration Efficiency of > 98%. Comfortable and breathable for the user. Fluid repellent.,2020-03-08T00:00:00,0,Tayal Sons
Dextro Anti-Pollution Unisex Mouth Half Face Mask For Bike Riding Scooter Driving Dust Nose Mask 3 Ply Disposable Mouth Masks Nose Mask Dust Mask Pollution Mask,B085N1M85D,https://www.amazon.in/dp/B085N1M85D/,Dextro,https://images-na.ssl-images-amazon.com/images/I/61v4e6ejpKL._SL1200_.jpg,,,,☛ ☛ ☛ Our environment is full of dust  haze  vehicle exhaust  air pollution  and the dust mask can keep you from 98% dust  Dirt  Pollen  Allergens  Fumes or particulates that effect you breathe in the air. ☛ Breathing easily ☛ Skin cared and comfortable in wearing ☛ Adjustable fitness between mask and nose with nose clip and earloop ☛ Health and environmental protection materials ☛ Moisture-proof ☛ Dust mask with valve ☛ Anti-dust  n95 PM2.5  bacteria  fog  and other harmful grain Chemosurgical  spray-paints or paintings  dyeing  garages  mining  factories of electronic aid and foods  disinfecting  insalubrious workshops,2020-03-08T00:00:00,0,
TrendzOn 3Ply Disposable Face Masks Elastic Ear loop Type Mask and RespiratorPollutionAnti virus pack of 30,B085M9VJMW,https://www.amazon.in/TrendzOn-Disposable-Elastic-Respirator-Pollution/dp/B085M9VJMW/,TrendzOn,https://images-na.ssl-images-amazon.com/images/I/61Lk6Mt5JSL._SL1116_.jpg,,,,Face masks help limit the spread of germs. When someone talks  coughs  or sneezes they may release tiny drops into the air that can infect others. ?If someone is ill face masks can reduce the number of germs that the weare releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. ?It is ideal for every house in day to day activities as well as doctors  surgeons  dentist  dental assistance  nurses  landscapers  contractors  plumbers  exterminators  nail technicians and many more. ?Easy breathable  effective multiplayer bacterial filter  soft  lightweight  comfortable and easy to wear  used in medical  dental  laboratory  food sectors  school  household  industry and multi-purpose  bacteria filtration efficiency 99%  particle filtration efficiency (0.1 micron) 99%  virus filtration efficiency (0.1 micron) 99%  fluid repellent 120 mmhg  breathable < 49 0 pa fluid resistant hygienic & skin friendly,2020-03-07T00:00:00,0,
Calvus Nose Mask-3ply Disposable Mouth Masks 100pcs Nose Mask Dust Mask Pollution MaskPack of 1,B085MVNN1V,https://www.amazon.in/dp/B085MVNN1V/,Calvus,https://images-na.ssl-images-amazon.com/images/I/618qxNBfvQL._UL1024_.jpg,5100.00,4299.00,16%,Face Mask For Protection N95 Mask For Adults For Men For Kids Mask For Pollution Mask N95 Reusable Mask With Filter Mask For Women N95 Respirator Face Mask Mouth Mask Anti Pollution Mask Surgical Mask Disposable. 3-Ply Ear Loop Mask. Bacteria Filtration Efficiency of > 98%. Comfortable and breathable for the user. Fluid repellent.,2020-03-08T00:00:00,0,Tayal Sons
3M 7048/8210 N95 20 Safety Respirator Particle Masks,B0082LJHCQ,https://www.amazon.in/3M-7048-Safety-Respirator-Particle/dp/B0082LJHCQ/,3M,https://images-na.ssl-images-amazon.com/images/I/61NQ1Y8fppL._SL1000_.jpg,,,,3M Particulate Respirator N95  20 per Box,2017-08-18T00:00:00,11,
Tool Zone Disposable Mask - Pack of 50 Pcs Grey,B07XY56TTH,https://www.amazon.in/Tool-Zone-Disposable-Mask-Pack/dp/B07XY56TTH/,Tool Zone,https://images-na.ssl-images-amazon.com/images/I/61-AZ-oXPdL._SL1244_.jpg,,,,Lightweight  foldable and designed to protect you from pollutants and dust  the lightweight TOOL ZONE respirator uses a variety of innovative features to help you meet your respiratory protection and comfort needs. By incorporating TOOL ZONE proprietary technology - the electrostatically charged microfiber filter media. These highly charged microfibres greatly enhance the capture of airborne particles.It's adjustable nose clip help provide a custom fit with secure seal and reduces potential for eyewear fogging. The 2 strap design provides a secure fit. The masks are foldable and easy to carry as well. Washing instructions - Disposable Respirators (not to be washed) Place the respirator over nose and mouth and ensure that the nose clip is fixed on top. Pull the top strap over your head until it rests on the crown of your head above your ears. Pull the bottom strap over your head until is rests just below your ears. Using both hands starting at the top  mold the metal nose clip around your nose to achieve a secure seal. Note: Pinching the nose piece using one hand may result in improper fit and less effective respirator performance. Use two hands.,2019-09-15T00:00:00,0,
Adexoom 3ply Disposable|Surgical Medical|Salon|Earloop|Face Mouth Masks|Pack Of 20,B085LBNT3D,https://www.amazon.in/Adexoom-Disposable-Surgical-Medical-Earloop/dp/B085LBNT3D/,Adexoom,https://images-na.ssl-images-amazon.com/images/I/61ujFbnMf2L._SL1000_.jpg,,,,,2020-03-06T00:00:00,0,
Proexamine Surgicals® Unisex Scrub Suit set V-Neck 3 Pocket Top and Cargo Type Trouser 34-XS Purple,B0794BWF67,https://www.amazon.in/Unisex-Proexamine-Surgicals-V-Neck-Trouser/dp/B0794BWF67/,Proexamine Surgicals,https://images-na.ssl-images-amazon.com/images/I/61G2b3HD1UL._SL1500_.jpg,1599.00,699.00,56%,,2017-10-29T00:00:00,160,Proexamine Surgicals Private Limited
Romsons Feebag GS-4042 DEHP Free Enteral Feeding Bag Capacity -1200ml Pack of 5 by Romsons,B012AQ1D3O,https://www.amazon.in/Romsons-GS-4042-Enteral-Feeding-Capacity/dp/B012AQ1D3O/,Romsons,https://images-na.ssl-images-amazon.com/images/I/518sp2kzqJL._SL1024_.jpg,1200.00,684.00,43%,Specially designed DEHP free feeding bag for feeding purpose. USFDA recommends that devices should be DEHP free as it is associated with certain potential risks   especially to children. The 1200ml capacity bag can be connected to the nasogastric tube for easy feeding to the patient. A hanger is also provided with the bag for hanging on the stand for convenient feeding.,2015-07-22T00:00:00,11,STAY FIT STAY YOUNG
VIVY Printed Surgical Scrub & Doctor's Chemo lab Cap,B082Z5QDHY,https://www.amazon.in/VIVY-Printed-Surgical-Doctors-Paradise/dp/B082Z5QDHY/,ViVy,https://images-na.ssl-images-amazon.com/images/I/71-uMLU4tKL._UL1500_.jpg,499.00,450.00,10%,Scrub and Surgical Chemo cap Fabric 100% Cotton One size with a tie back style Sweatband sewed in the front end  appropriate for Dental and multipurpose clinical use.,2019-12-11T00:00:00,1,ViVy Fashions
Brandvilla Anti-Pollution Dust Nose Mask 3 Ply Disposable Mouth Masks Nose Mask Dust Mask Pollution Mask 50,B085N63YKL,https://www.amazon.in/dp/B085N63YKL/,BRAND VILLA,https://images-na.ssl-images-amazon.com/images/I/61N%2BUvnmLLL._SL1200_.jpg,3899.00,1789.00,54%,☛ ☛ ☛ Our environment is full of dust  haze  vehicle exhaust  air pollution  and the dust mask can keep you from 98% dust  Dirt  Pollen  Allergens  Fumes or particulates that effect you breathe in the air. 🎭 🎊 ☛ Breathing easily ☛ Skin cared and comfortable in wearing ☛ Adjustable fitness between mask and nose with nose clip and earloop ☛ Health and environmental protection materials ☛ Moisture-proof ☛ Dust mask with valve ☛ Anti-dust  n95 PM2.5  bacteria  fog  and other harmful grain 🌈 🌄 Chemosurgical  spray-paints or paintings  dyeing  garages  mining  factories of electronic aid and foods  disinfecting  insalubrious workshops,2020-03-06T00:00:00,0,Silver Stone Works
Set of 10 pcs Anti Pollution Driving Protection Reusable Dust Cotton Mouth Nose Face Mask Blue. 10 50,B085MYXV3T,https://www.amazon.in/dp/B085MYXV3T/,YONGCLUB,https://images-na.ssl-images-amazon.com/images/I/61ciMDLuLZL._SL1000_.jpg,,,,Product Description : 1. Cotton face mask which is used to improve the air you breathe when you are outside on bad air days. 2. Typical Uses: Filtering the air when you are working in an area with a high concentration of air pollution  chemicals  dust  smoke  pollen  ash  mold  clay  etc. 3. It can be used for Bike/Scooter riding which protects you from dust & pollution and also from wide range of pollutants in traffic. 4. It does not impair breathing voice & vision while wearing this mask. It is must have product for driving two wheelers for your health. 5. Adjustable nose band. Forms a perfect seal across the nose. The nose clip is sewn into the mask itself  making it invisible. 6. Colors: Multicolor. 7. One layer of 100% Cotton Cloth for Skin Contact. 8. Washable & Resuable Mask 9. Soft Ear Straps 10. Easy to Adjust 11. Free Size 12. Set of 10 Pieces,2020-03-08T00:00:00,0,
WI Light Weight Safety Disposable Coverall Use & Throw 1 PC,B07CBTZT5H,https://www.amazon.in/Light-Weight-Safety-Disposable-Coverall/dp/B07CBTZT5H/,WI,https://images-na.ssl-images-amazon.com/images/I/61lXrPhrjNL._SL1500_.jpg,,,,These lightweight Non-woven cotton coveralls feature a full front zipper. Protects against non-hazardous aerosols  liquids  and dry dust. Disposable coveralls provide the protection of standard coveralls without the hassle of having to decontaminate used suits. Quick to deploy and easy to use  these disposable overalls are excellent choices for workers and visitors to your facility. Generously sized for easy movement.,2018-12-29T00:00:00,1,
DIY Crafts ® 1 Pc Safety Goggles Glasses Eye Protection Protective Lab Anti Clear New for Safety Lab Workshop Works DIY Crafts Works - 1 Pc 1,B071J8F6LV,https://www.amazon.in/DIY-Crafts-%C2%AESafety-Protection-Protective/dp/B071J8F6LV/,DIY Crafts,https://images-na.ssl-images-amazon.com/images/I/61NkHa6rBsL._SL1006_.jpg,1399.00,320.00,77%,DIY Crafts Features: Super comfortable protective glasses  lightweight and durable. Ergonomic design and breathable glasses flanks. Can also protect the forehead because it has cover edge on the glasses. Great for protecting your eyes from flying particles  dust  paint and smoke while working. Specifications: Color: Transparent Material: PE DIY Crafts Package: 1 * Goggles - DIY Crafts 1 Pc Safety Goggles Glasses Eye Protection Protective Lab Anti Clear New For Safety Lab Workshop Works DIY Crafts Works - 1 Pc (1),2017-01-04T00:00:00,2,Dhan Distributors DIY Crafts ® India
IS IndoSurgicals Unisex Scrub Suit OT Dress Set V-Neck Top and Cargo Type Trouser 42-XL Green,B01GI91ZYQ,https://www.amazon.in/IndoSurgicals-Unisex-V-Neck-Pocket-Trouser/dp/B01GI91ZYQ/,IS IndoSurgicals,https://images-na.ssl-images-amazon.com/images/I/517egD36VYL._SL1000_.jpg,1299.00,649.00,50%,Unisex V-neck tunic styling. Side vents for easy movement and comfortable fit. Set-in short sleeves  Two roomy bottom patch pockets  Narrow Breast pocket for pen  cell phone etc. Drawstring with elastic closure pant. Two slash pockets  a cell phone pocket and a extra space pocket on right leg .,2016-06-01T00:00:00,113,INDOSURGICALS PRIVATE LIMITED
Tool Zone Disposable Mask - Pack of 100Pcs,B07XY663VN,https://www.amazon.in/Tool-Zone-Disposable-Mask-100Pcs/dp/B07XY663VN/,Tool Zone,https://images-na.ssl-images-amazon.com/images/I/618SpAIhfXL._SL1200_.jpg,,,,Lightweight  foldable and designed to protect you from pollutants and dust  the lightweight TOOL ZONE respirator uses a variety of innovative features to help you meet your respiratory protection and comfort needs. By incorporating TOOL ZONE proprietary technology - the electrostatically charged microfiber filter media. These highly charged microfibres greatly enhance the capture of airborne particles.It's adjustable nose clip help provide a custom fit with secure seal and reduces potential for eyewear fogging. The 2 strap design provides a secure fit. The masks are foldable and easy to carry as well. Washing instructions - Disposable Respirators (not to be washed) Place the respirator over nose and mouth and ensure that the nose clip is fixed on top. Pull the top strap over your head until it rests on the crown of your head above your ears. Pull the bottom strap over your head until is rests just below your ears. Using both hands starting at the top  mold the metal nose clip around your nose to achieve a secure seal. Note: Pinching the nose piece using one hand may result in improper fit and less effective respirator performance. Use two hands.,2019-09-15T00:00:00,0,
Swadesh Disposable Stretchable White Caps Cover Hair For Cooking & Hygiene Pack of 240,B075VRX99T,https://www.amazon.in/Swadesh-Disposable-Stretchable-Cooking-240/dp/B075VRX99T/,Swadesh,https://images-na.ssl-images-amazon.com/images/I/51%2BmuXJcNSL.jpg,1099.00,363.00,67%,Swadesh disposable bouffant cap  so called because of its puffy shape  are made from high quality 100% non-woven fabric  breathable and strong  secured around the head with an high quality elastic  and frequently used in cleanrooms  food service  spas  hotels  eateries  catering  hospitals  parlours and other settings to contain loose hair and maintain hygiene  Universal size fits all  very comfortable to wear and has the perfect fitting as desired. HAPPY BUYING!,2017-09-25T00:00:00,2,Steeelo
SG HEALTH N95 Pollution dust mask with activated carbon White,B07NDTMWP2,https://www.amazon.in/SG-HEALTH-Pollution-activated-carbon/dp/B07NDTMWP2/,SG HEALTH,https://images-na.ssl-images-amazon.com/images/I/61aOnVsLAQL._SL1500_.jpg,,,,SG Health N95 pollution dust mask comes with 5 layer filter and activated carbon which filters germs and PM2.5 particles up to 99%. This mask has an exhale valve which make the breathing easy and comfortable. Its design makes it easy & comfortable to be worn during the usage of helmet too. Elite finish and good quality material has been used to make this product which makes it efficient and effective.,2019-02-05T00:00:00,0,
Pitta mask PITTA MASK 3 sheets GRAY ON,B00PRO3PB0,https://www.amazon.in/Pitta-mask-PITTA-MASK-sheets/dp/B00PRO3PB0/,Pitta mask,https://images-na.ssl-images-amazon.com/images/I/61GF0RzYppL._SL1358_.jpg,,,,Health and Personal Care From Japan - Pitta mask (PITTA MASK) GRAY 3 pieces *AF27,2016-06-09T00:00:00,814,
VEENAAZ Disposable Bouffant Caps/Surgical Caps/cooking Caps/Surgical Head Cap Set Of 150 Blue,B0839KQ2R5,https://www.amazon.in/VEENAAZ-Disposable-Bouffant-Surgical-cooking/dp/B0839KQ2R5/,VEENAAZ,https://images-na.ssl-images-amazon.com/images/I/61oG7Iv34FL._SL1000_.jpg,699.00,230.00,67%,High-quality Stretchable Cap For Head And Hair Perfect Cover. Ideal Use For Doctors  Nurse  Medical Staff And Personal Hygenic Use Like Kitchen  Cooking  Shower Etc.the High-performance Caps Provide Maximum Protection To The Environment From Hair Bacteria And Microorganisms While Remaining Cool And Breathable To The User.,2019-12-29T00:00:00,0,SUNJEEVNI
Lize Nose Mask-3ply Disposable Mouth Masks Nose Mask Dust Mask Pollution Mask Color May Vary,B085MDKB1M,https://www.amazon.in/Lize-Mask-3ply-Disposable-Mouth-Pollution/dp/B085MDKB1M/,Lize,https://images-na.ssl-images-amazon.com/images/I/81Cg%2Bv2JqfL._SL1500_.jpg,,,,A device used by large amounts of people in order to protect themselves from pollution. These days pollution is one of the major reason of respiratory disoder.,2020-03-07T00:00:00,0,
ViVy Printed unisex Surgical Scrub & Doctor's Chemo lab cap unisex teal dog,B07DMWQG3M,https://www.amazon.in/Printed-Surgical-doctor-Apron-unisex/dp/B07DMWQG3M/,ViVy,https://images-na.ssl-images-amazon.com/images/I/710d5gkuboL._SL1500_.jpg,499.00,452.00,9%,Scrub and Surgical Chemo cap Fabric 100% Cotton One size with a tie back style Sweatband sewed in the front end  appropriate for Dental and multipurpose clinical use.,2019-01-01T00:00:00,0,ViVy Fashions
Lize Nose Mask-3ply Disposable Mouth Masks Nose Mask Dust Mask Pollution Mask Color May Vary - Pack Of 2,B085MDLC4L,https://www.amazon.in/Lize-Mask-3ply-Disposable-Mouth-Pollution/dp/B085MDLC4L/,Lize,https://images-na.ssl-images-amazon.com/images/I/81Cg%2Bv2JqfL._SL1500_.jpg,,,,A device used by large amounts of people in order to protect themselves from pollution. These days pollution is one of the major reason of respiratory disoder.,2020-03-07T00:00:00,0,
Vivy printed women surgical and scrub chemo all pourpose cap free size W_free B Face multi,B07F3FK5V7,https://www.amazon.in/printed-women-surgical-pourpose-W_free/dp/B07F3FK5V7/,ViVy,https://images-na.ssl-images-amazon.com/images/I/81HNk7oD4zL._SL1500_.jpg,599.00,495.00,17%,Scrub and Surgical Chemo women cap Fabric 100% Cotton One size with a tie back style Sweatband sewed in the front end  appropriate for Dental  clinical chemo  surgical and multipurpose use,2018-01-25T00:00:00,1,ViVy Fashions
Aurum Creations 200 Pcs100 Pair Disposable Transparent Clear Plastic Gloves,B01MXLYITS,https://www.amazon.in/Aurum-Creations-Transparent-Plastic-Gloves/dp/B01MXLYITS/,KODENIPR CLUB,https://images-na.ssl-images-amazon.com/images/I/41ybMOPgXJL.jpg,199.00,165.00,17%,,2016-11-15T00:00:00,30,Aurum Creations
TrendzOn 3Ply Disposable Face Masks Elastic Ear loop Type Mask and RespiratorPollutionAnti virus pack of 30,B085M9MGX7,https://www.amazon.in/TrendzOn-Disposable-Elastic-Respirator-Pollution/dp/B085M9MGX7/,TrendzOn,https://images-na.ssl-images-amazon.com/images/I/61Lk6Mt5JSL._SL1116_.jpg,,,,Face masks help limit the spread of germs. When someone talks  coughs  or sneezes they may release tiny drops into the air that can infect others. ?If someone is ill face masks can reduce the number of germs that the weare releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. ?It is ideal for every house in day to day activities as well as doctors  surgeons  dentist  dental assistance  nurses  landscapers  contractors  plumbers  exterminators  nail technicians and many more. ?Easy breathable  effective multiplayer bacterial filter  soft  lightweight  comfortable and easy to wear  used in medical  dental  laboratory  food sectors  school  household  industry and multi-purpose  bacteria filtration efficiency 99%  particle filtration efficiency (0.1 micron) 99%  virus filtration efficiency (0.1 micron) 99%  fluid repellent 120 mmhg  breathable < 49 0 pa fluid resistant hygienic & skin friendly,2020-03-07T00:00:00,0,
NULIFE LATEX EXAMINATION POWDERED GLOVES BOX OF 100,B07FRD393F,https://www.amazon.in/NULIFE-LATEX-EXAMINATION-POWDERED-GLOVES/dp/B07FRD393F/,nulife,https://images-na.ssl-images-amazon.com/images/I/31j24q5L3LL.jpg,600.00,280.00,53%,NULIFE LATEX EXAMINATION POWDERED GLOVES  BOX OF 100,2018-03-03T00:00:00,1,SAMBHAV SURGICAL
Anti Pollution face mask for men women and child N95 Type Reusable mask always keep you clean and protective menwomen kids etc easy to use air purifier 2,B085MBXCTR,https://www.amazon.in/Pollution-Reusable-always-protective-purifier/dp/B085MBXCTR/,ANY DESIGNER,https://images-na.ssl-images-amazon.com/images/I/61XinzsWunL._SL1100_.jpg,30000.00,899.00,97%,,2020-03-06T00:00:00,0,Any Designer®
TrendzOn Anti-Virus 3Ply Disposable Face Masks Elastic Ear loop Type Mask and RespiratorPollutionAnti virus pack of 26,B085MB2PCX,https://www.amazon.in/TrendzOn-Anti-Virus-Disposable-Respirator-Pollution/dp/B085MB2PCX/,TrendzOn,https://images-na.ssl-images-amazon.com/images/I/61Lk6Mt5JSL._SL1116_.jpg,,,,Face masks help limit the spread of germs. When someone talks  coughs  or sneezes they may release tiny drops into the air that can infect others. ?If someone is ill face masks can reduce the number of germs that the weare releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. ?It is ideal for every house in day to day activities as well as doctors  surgeons  dentist  dental assistance  nurses  landscapers  contractors  plumbers  exterminators  nail technicians and many more. ?Easy breathable  effective multiplayer bacterial filter  soft  lightweight  comfortable and easy to wear  used in medical  dental  laboratory  food sectors  school  household  industry and multi-purpose  bacteria filtration efficiency 99%  particle filtration efficiency (0.1 micron) 99%  virus filtration efficiency (0.1 micron) 99%  fluid repellent 120 mmhg  breathable < 49 0 pa fluid resistant hygienic & skin friendly,2020-03-07T00:00:00,0,
Anti Pollution face mask for men women and child N95 Type Reusable mask always keep you clean and protective menwomen kids etc easy to use air purifier 100,B085LXZYWK,https://www.amazon.in/Pollution-Reusable-always-protective-purifier/dp/B085LXZYWK/,Blue Wish,https://images-na.ssl-images-amazon.com/images/I/611ddmdSfrL._SL1100_.jpg,35000.00,18999.00,46%,,2020-03-06T00:00:00,0,BLUE WISH®
Unicron 10 pcs Disposable Face Masks Elastic Ear loop Type Mask and RespiratorPollutionAnti virus 3ply,B085N29PS4,https://www.amazon.in/dp/B085N29PS4/,Unicron,https://images-na.ssl-images-amazon.com/images/I/41G4XatMvUL.jpg,699.00,379.00,46%,High-performance electrostatic filter Soft  lightweight Comfortable  odorless Non-irritating to skin Permits air passage Maintenance for filtering dust pollen  and bacteria No stimulus to human skin,2020-03-08T00:00:00,0,UNICRON
Shop By Room Disposable Stretchable Blue Caps Cover Hair for Cooking and Hygiene 100 Pieces,B07GFGMGYP,https://www.amazon.in/Disposable-Stretchable-Cooking-Hygiene-Pieces/dp/B07GFGMGYP/,Generic,https://images-na.ssl-images-amazon.com/images/I/7118YBiTMyL._SL1500_.jpg,499.00,249.00,50%,,2018-08-13T00:00:00,0,SHOP BY ROOM
Venus V-44+ FFP1 S Respirator Mask Pack of 50 Yellow,B07VQ4DW69,https://www.amazon.in/Venus-V-44-FFP1-Respirator-Yellow/dp/B07VQ4DW69/,Venus,https://images-na.ssl-images-amazon.com/images/I/71RAVsSraiL._SL1500_.jpg,,,,Venus universal series v 44+ ffp1s respirator 14337 material latex free braided textile elastic color yellow pack of 50 unique adjustable beads gives snug fit yet relieves strap pressure stapled adjustable elastic ffp1 level protection elastic sewed outside filter area no leakage no puncture on filter nose clip aluminium clip for snug fit textile elastic head bands with adjuster and an exhalation valve contribute to the wearer comfort in tough working conditions. assure comfort and valve to the wearer.,2019-07-27T00:00:00,0,
TrendzOn Anti-Virus 3Ply Disposable Face Masks Elastic Ear loop Type Mask and RespiratorPollutionAnti virus pack of 31,B085MB18LW,https://www.amazon.in/TrendzOn-Anti-Virus-Disposable-Respirator-Pollution/dp/B085MB18LW/,TrendzOn,https://images-na.ssl-images-amazon.com/images/I/61Lk6Mt5JSL._SL1116_.jpg,,,,Face masks help limit the spread of germs. When someone talks  coughs  or sneezes they may release tiny drops into the air that can infect others. ?If someone is ill face masks can reduce the number of germs that the weare releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. ?It is ideal for every house in day to day activities as well as doctors  surgeons  dentist  dental assistance  nurses  landscapers  contractors  plumbers  exterminators  nail technicians and many more. ?Easy breathable  effective multiplayer bacterial filter  soft  lightweight  comfortable and easy to wear  used in medical  dental  laboratory  food sectors  school  household  industry and multi-purpose  bacteria filtration efficiency 99%  particle filtration efficiency (0.1 micron) 99%  virus filtration efficiency (0.1 micron) 99%  fluid repellent 120 mmhg  breathable < 49 0 pa fluid resistant hygienic & skin friendly,2020-03-07T00:00:00,0,
ONTEX Adult Bain Anesthesia Breathing Circuit,B07B4BPXSQ,https://www.amazon.in/ONTEX-Adult-Anesthesia-Breathing-Circuit/dp/B07B4BPXSQ/,ONTEX,https://images-na.ssl-images-amazon.com/images/I/418bqHBz3ZL.jpg,2350.00,599.00,75%,Bain Breathing Circuit contains the following: 1. 60 inches corrugated tube with Elbow 2. Co-axial green fresh gas tube inside the corrugated tube 3. Bubble Oxygen tube of 2 meters - fresh gas tube 4. 22mm Plug-in mount to connect to Boyles Apparatus 5. Heidbrink Valve 6. Rebreathing bag - 2 L,2018-02-27T00:00:00,4,Online Surgicals
TrendzOn Anti-Virus 3Ply Disposable Face Masks Elastic Ear loop Type Mask and RespiratorPollutionAnti virus pack of 25,B085M9YKZQ,https://www.amazon.in/TrendzOn-Anti-Virus-Disposable-Respirator-Pollution/dp/B085M9YKZQ/,TrendzOn,https://images-na.ssl-images-amazon.com/images/I/61Lk6Mt5JSL._SL1116_.jpg,,,,Face masks help limit the spread of germs. When someone talks  coughs  or sneezes they may release tiny drops into the air that can infect others. ?If someone is ill face masks can reduce the number of germs that the weare releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. ?It is ideal for every house in day to day activities as well as doctors  surgeons  dentist  dental assistance  nurses  landscapers  contractors  plumbers  exterminators  nail technicians and many more. ?Easy breathable  effective multiplayer bacterial filter  soft  lightweight  comfortable and easy to wear  used in medical  dental  laboratory  food sectors  school  household  industry and multi-purpose  bacteria filtration efficiency 99%  particle filtration efficiency (0.1 micron) 99%  virus filtration efficiency (0.1 micron) 99%  fluid repellent 120 mmhg  breathable < 49 0 pa fluid resistant hygienic & skin friendly,2020-03-07T00:00:00,0,
TrendzOn Anti-Virus 3Ply Disposable Face Masks Elastic Ear loop Type Mask and RespiratorPollutionAnti virus pack of 28,B085M9M1CZ,https://www.amazon.in/TrendzOn-Anti-Virus-Disposable-Respirator-Pollution/dp/B085M9M1CZ/,TrendzOn,https://images-na.ssl-images-amazon.com/images/I/61Lk6Mt5JSL._SL1116_.jpg,,,,Face masks help limit the spread of germs. When someone talks  coughs  or sneezes they may release tiny drops into the air that can infect others. ?If someone is ill face masks can reduce the number of germs that the weare releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. ?It is ideal for every house in day to day activities as well as doctors  surgeons  dentist  dental assistance  nurses  landscapers  contractors  plumbers  exterminators  nail technicians and many more. ?Easy breathable  effective multiplayer bacterial filter  soft  lightweight  comfortable and easy to wear  used in medical  dental  laboratory  food sectors  school  household  industry and multi-purpose  bacteria filtration efficiency 99%  particle filtration efficiency (0.1 micron) 99%  virus filtration efficiency (0.1 micron) 99%  fluid repellent 120 mmhg  breathable < 49 0 pa fluid resistant hygienic & skin friendly,2020-03-07T00:00:00,0,
TrendzOn 3Ply Disposable Face Masks Elastic Ear loop Type Mask and RespiratorPollutionAnti virus pack of 30,B085M9HKHY,https://www.amazon.in/TrendzOn-Disposable-Elastic-Respirator-Pollution/dp/B085M9HKHY/,TrendzOn,https://images-na.ssl-images-amazon.com/images/I/61Lk6Mt5JSL._SL1116_.jpg,,,,Face masks help limit the spread of germs. When someone talks  coughs  or sneezes they may release tiny drops into the air that can infect others. ?If someone is ill face masks can reduce the number of germs that the weare releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. ?It is ideal for every house in day to day activities as well as doctors  surgeons  dentist  dental assistance  nurses  landscapers  contractors  plumbers  exterminators  nail technicians and many more. ?Easy breathable  effective multiplayer bacterial filter  soft  lightweight  comfortable and easy to wear  used in medical  dental  laboratory  food sectors  school  household  industry and multi-purpose  bacteria filtration efficiency 99%  particle filtration efficiency (0.1 micron) 99%  virus filtration efficiency (0.1 micron) 99%  fluid repellent 120 mmhg  breathable < 49 0 pa fluid resistant hygienic & skin friendly,2020-03-06T00:00:00,0,
